STATION,STATION_NAME,DATE,DLY-GRDD-BASE40,DLY-GRDD-BASE45,DLY-GRDD-BASE50,DLY-GRDD-BASE55,DLY-GRDD-BASE57,DLY-GRDD-BASE60,DLY-GRDD-BASE65,DLY-GRDD-BASE70,DLY-GRDD-BASE72,DLY-GRDD-TB4886,DLY-GRDD-TB5086,DLY-CLDD-BASE45,DLY-CLDD-BASE50,DLY-CLDD-BASE55,DLY-CLDD-BASE57,DLY-CLDD-BASE60,DLY-CLDD-NORMAL,DLY-CLDD-BASE70,DLY-CLDD-BASE72,DLY-HTDD-BASE40,DLY-HTDD-BASE45,DLY-HTDD-BASE50,DLY-HTDD-BASE55,DLY-HTDD-BASE57,DLY-HTDD-BASE60,DLY-HTDD-NORMAL,DLY-PRCP-25PCTL,DLY-SNWD-25PCTL,DLY-SNOW-25PCTL,DLY-PRCP-50PCTL,DLY-SNWD-50PCTL,DLY-SNOW-50PCTL,DLY-PRCP-75PCTL,DLY-SNWD-75PCTL,DLY-SNOW-75PCTL,MTD-PRCP-NORMAL,MTD-SNOW-NORMAL,YTD-PRCP-NORMAL,YTD-SNOW-NORMAL,DLY-PRCP-PCTALL-GE001HI,DLY-PRCP-PCTALL-GE010HI,DLY-PRCP-PCTALL-GE050HI,DLY-PRCP-PCTALL-GE100HI,DLY-SNWD-PCTALL-GE001WI,DLY-SNWD-PCTALL-GE010WI,DLY-SNWD-PCTALL-GE003WI,DLY-SNWD-PCTALL-GE005WI,DLY-SNOW-PCTALL-GE001TI,DLY-SNOW-PCTALL-GE010TI,DLY-SNOW-PCTALL-GE100TI,DLY-SNOW-PCTALL-GE030TI,DLY-SNOW-PCTALL-GE050TI,DLY-TAVG-NORMAL,DLY-DUTR-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL,DLY-TAVG-STDDEV,DLY-DUTR-STDDEV,DLY-TMAX-STDDEV,DLY-TMIN-STDDEV
GHCND:USC00295084,LOS ALAMOS NM US,20100721,16,13,10,7,6,4,2,1,-4321,11,10,13,10,7,6,4,2,1,-4321,0,0,0,0,-4321,-4321,-4321,0.10,-9999,-9999,0.28,-9999,-9999,0.79,-9999,-9999,4.29,0.0,22.05,98.0,466,248,57,12,0,0,0,0,0,0,0,0,0,20.2,-4.3,26.9,13.4,-15.6,-15.2,-14.7,-15.9
GHCND:USC00295084,LOS ALAMOS NM US,20100722,16,13,10,7,6,4,2,1,-4321,11,10,13,10,7,6,4,2,1,-4321,0,0,0,0,-4321,-4321,-4321,0.10,-9999,-9999,0.28,-9999,-9999,0.79,-9999,-9999,4.55,0.0,22.30,98.0,470,251,58,12,0,0,0,0,0,0,0,0,0,20.1,-4.3,26.8,13.4,-15.7,-15.2,-14.7,-16.0
GHCND:USC00295084,LOS ALAMOS NM US,20100723,16,13,10,7,6,4,2,1,-4321,11,10,13,10,7,6,4,2,1,-4321,0,0,0,0,-4321,-4321,-4321,0.10,-9999,-9999,0.28,-9999,-9999,0.81,-9999,-9999,4.83,0.0,22.58,98.0,474,254,59,12,0,0,0,0,0,0,0,0,0,20.1,-4.4,26.8,13.3,-15.7,-15.2,-14.7,-16.0
GHCND:USC00295084,LOS ALAMOS NM US,20100724,16,13,10,7,6,4,2,1,-4321,11,10,13,10,7,6,4,2,1,-4321,0,0,0,0,-4321,-4321,1,0.10,-9999,-9999,0.28,-9999,-9999,0.81,-9999,-9999,5.08,0.0,22.83,98.0,478,257,60,12,0,0,0,0,0,0,0,0,0,20.0,-4.4,26.7,13.3,-15.7,-15.2,-14.7,-16.0
GHCND:USC00295084,LOS ALAMOS NM US,20100725,16,13,10,7,6,4,2,1,-4321,11,10,13,10,7,6,4,2,1,-4321,0,0,0,0,-4321,-4321,1,0.10,-9999,-9999,0.30,-9999,-9999,0.81,-9999,-9999,5.36,0.0,23.11,98.0,482,261,60,12,0,0,0,0,0,0,0,0,0,19.9,-4.5,26.6,13.3,-15.7,-15.2,-14.7,-16.0
GHCND:USC00295084,LOS ALAMOS NM US,20100726,16,13,10,7,6,4,2,1,-4321,11,10,13,10,7,6,4,2,1,-4321,0,0,0,0,-4321,-4321,1,0.10,-9999,-9999,0.30,-9999,-9999,0.81,-9999,-9999,5.61,0.0,23.37,98.0,486,264,61,12,0,0,0,0,0,0,0,0,0,19.9,-4.6,26.5,13.3,-15.7,-15.2,-14.7,-16.1
GHCND:USC00295084,LOS ALAMOS NM US,20100727,16,13,10,7,6,4,2,1,-4321,11,10,13,10,7,6,4,2,1,-4321,0,0,0,0,-4321,-4321,1,0.10,-9999,-9999,0.30,-9999,-9999,0.81,-9999,-9999,5.92,0.0,23.67,98.0,489,266,61,13,0,0,0,0,0,0,0,0,0,19.8,-4.6,26.4,13.3,-15.7,-15.2,-14.7,-16.1
GHCND:USC00295084,LOS ALAMOS NM US,20100728,16,13,10,7,6,4,2,1,-4321,11,10,13,10,7,6,4,2,1,-4321,0,0,0,0,-4321,-4321,1,0.10,-9999,-9999,0.30,-9999,-9999,0.84,-9999,-9999,6.20,0.0,23.95,98.0,493,269,62,13,0,0,0,0,0,0,0,0,0,19.8,-4.7,26.3,13.2,-15.7,-15.2,-14.7,-16.1
GHCND:USC00295084,LOS ALAMOS NM US,20100729,16,13,10,7,6,4,2,1,-4321,11,9,13,10,7,6,4,2,1,-4321,0,0,0,0,-4321,-4321,1,0.10,-9999,-9999,0.30,-9999,-9999,0.84,-9999,-9999,6.50,0.0,24.26,98.0,496,271,62,13,0,0,0,0,0,0,0,0,0,19.7,-4.7,26.3,13.2,-15.7,-15.2,-14.7,-16.1
GHCND:USC00295084,LOS ALAMOS NM US,20100730,15,12,9,7,6,4,2,1,-4321,11,9,12,9,7,6,4,2,1,-4321,0,0,0,0,-4321,-4321,1,0.10,-9999,-9999,0.30,-9999,-9999,0.84,-9999,-9999,6.78,0.0,24.54,98.0,499,274,62,13,0,0,0,0,0,0,0,0,0,19.7,-4.8,26.2,13.2,-15.7,-15.2,-14.7,-16.1
GHCND:USC00295084,LOS ALAMOS NM US,20100731,15,12,9,7,6,4,2,1,-4321,11,9,12,9,7,6,4,2,1,-4321,0,0,0,0,-4321,-4321,1,0.10,-9999,-9999,0.30,-9999,-9999,0.84,-9999,-9999,7.09,0.0,24.84,98.0,502,276,63,13,0,0,0,0,0,0,0,0,0,19.7,-4.8,26.1,13.2,-15.7,-15.2,-14.7,-16.1
GHCND:USC00295084,LOS ALAMOS NM US,20100801,15,12,9,7,6,4,2,1,-4321,11,9,12,9,7,6,4,2,1,-4321,0,0,0,0,-4321,-4321,1,0.10,-9999,-9999,0.30,-9999,-9999,0.84,-9999,-9999,0.33,0.0,25.17,98.0,504,278,63,13,0,0,0,0,0,0,0,0,0,19.6,-4.9,26.1,13.2,-15.7,-15.1,-14.7,-16.1
GHCND:USC00295084,LOS ALAMOS NM US,20100802,15,12,9,7,6,4,2,-4321,-4321,11,9,12,9,7,6,4,2,-4321,-4321,0,0,0,0,-4321,-4321,1,0.10,-9999,-9999,0.30,-9999,-9999,0.84,-9999,-9999,0.64,0.0,25.48,98.0,506,280,64,13,0,0,0,0,0,0,0,0,0,19.6,-4.9,26.0,13.1,-15.7,-15.1,-14.7,-16.1
GHCND:USC00295084,LOS ALAMOS NM US,20100803,15,12,9,7,6,4,2,-4321,-4321,11,9,12,9,7,6,4,2,-4321,-4321,0,0,0,0,-4321,-4321,1,0.10,-9999,-9999,0.30,-9999,-9999,0.84,-9999,-9999,0.97,0.0,25.81,98.0,507,281,64,13,0,0,0,0,0,0,0,0,0,19.5,-4.9,25.9,13.1,-15.7,-15.1,-14.7,-16.1
GHCND:USC00295084,LOS ALAMOS NM US,20100804,15,12,9,7,6,4,2,-4321,-4321,11,9,12,9,7,6,4,2,-4321,-4321,0,0,0,0,-4321,-4321,1,0.10,-9999,-9999,0.30,-9999,-9999,0.84,-9999,-9999,1.27,0.0,26.11,98.0,508,282,64,14,0,0,0,0,0,0,0,0,0,19.5,-5.0,25.9,13.1,-15.7,-15.1,-14.7,-16.1
GHCND:USC00295084,LOS ALAMOS NM US,20100805,15,12,9,7,6,4,2,-4321,-4321,11,9,12,9,7,6,4,2,-4321,-4321,0,0,0,0,-4321,-4321,1,0.10,-9999,-9999,0.30,-9999,-9999,0.84,-9999,-9999,1.60,0.0,26.44,98.0,508,283,64,14,0,0,0,0,0,0,0,0,0,19.4,-5.0,25.8,13.1,-15.7,-15.1,-14.7,-16.1
GHCND:USC00295084,LOS ALAMOS NM US,20100806,15,12,9,7,6,4,2,-4321,-4321,11,9,12,9,7,6,4,2,-4321,-4321,0,0,0,0,-4321,-4321,1,0.10,-9999,-9999,0.33,-9999,-9999,0.84,-9999,-9999,1.90,0.0,26.75,98.0,508,283,64,14,0,0,0,0,0,0,0,0,0,19.4,-5.1,25.8,13.1,-15.7,-15.1,-14.7,-16.2
GHCND:USC00295084,LOS ALAMOS NM US,20100807,15,12,9,7,6,4,2,-4321,-4321,11,9,12,9,7,6,4,2,-4321,-4321,0,0,0,0,-4321,-4321,1,0.10,-9999,-9999,0.33,-9999,-9999,0.84,-9999,-9999,2.24,0.0,27.08,98.0,507,283,64,14,0,0,0,0,0,0,0,0,0,19.4,-5.1,25.7,13.0,-15.7,-15.1,-14.7,-16.2
GHCND:USC00295084,LOS ALAMOS NM US,20100808,15,12,9,7,6,4,2,-4321,-4321,11,9,12,9,7,6,4,2,-4321,-4321,0,0,0,0,-4321,-4321,1,0.10,-9999,-9999,0.33,-9999,-9999,0.84,-9999,-9999,2.54,0.0,27.38,98.0,505,282,64,14,0,0,0,0,0,0,0,0,0,19.3,-5.1,25.7,13.0,-15.7,-15.1,-14.7,-16.2
GHCND:USC00295084,LOS ALAMOS NM US,20100809,15,12,9,7,6,4,1,-4321,-4321,11,9,12,9,7,6,4,1,-4321,-4321,0,0,0,0,-4321,-4321,1,0.10,-9999,-9999,0.33,-9999,-9999,0.84,-9999,-9999,2.84,0.0,27.69,98.0,504,282,64,14,0,0,0,0,0,0,0,0,0,19.3,-5.1,25.6,12.9,-15.7,-15.1,-14.7,-16.2
GHCND:USC00295084,LOS ALAMOS NM US,20100810,15,12,9,7,6,4,1,-4321,-4321,11,9,12,9,7,6,4,1,-4321,-4321,0,0,0,0,-4321,-4321,1,0.10,-9999,-9999,0.33,-9999,-9999,0.84,-9999,-9999,3.15,0.0,27.99,98.0,502,282,64,14,0,0,0,0,0,0,0,0,0,19.3,-5.2,25.6,12.9,-15.7,-15.1,-14.7,-16.2
GHCND:USC00295084,LOS ALAMOS NM US,20100811,15,12,9,7,6,4,1,-4321,-4321,11,9,12,9,7,6,4,1,-4321,-4321,0,0,0,0,-4321,-4321,1,0.10,-9999,-9999,0.33,-9999,-9999,0.84,-9999,-9999,3.48,0.0,28.32,98.0,500,281,64,14,0,0,0,0,0,0,0,0,0,19.2,-5.2,25.6,12.9,-15.7,-15.1,-14.7,-16.2
GHCND:USC00295084,LOS ALAMOS NM US,20100812,15,12,9,7,6,4,1,-4321,-4321,10,9,12,9,7,6,4,1,-4321,-4321,0,0,0,0,-4321,-4321,1,0.10,-9999,-9999,0.33,-9999,-9999,0.84,-9999,-9999,3.78,0.0,28.63,98.0,498,279,63,13,0,0,0,0,0,0,0,0,0,19.2,-5.2,25.5,12.9,-15.7,-15.1,-14.7,-16.1
GHCND:USC00295084,LOS ALAMOS NM US,20100813,14,12,9,6,5,4,1,-4321,-4321,10,9,12,9,6,5,4,1,-4321,-4321,0,0,0,0,-4321,-4321,1,0.10,-9999,-9999,0.33,-9999,-9999,0.84,-9999,-9999,4.11,0.0,28.96,98.0,496,278,63,13,0,0,0,0,0,0,0,0,0,19.2,-5.2,25.4,12.8,-15.8,-15.1,-14.7,-16.1
GHCND:USC00295084,LOS ALAMOS NM US,20100814,14,12,9,6,5,3,1,-4321,-4321,10,9,12,9,6,5,3,1,-4321,-4321,0,0,0,0,-4321,-4321,1,0.10,-9999,-9999,0.33,-9999,-9999,0.84,-9999,-9999,4.42,0.0,29.26,98.0,493,276,62,13,0,0,0,0,0,0,0,0,0,19.1,-5.2,25.4,12.8,-15.8,-15.1,-14.7,-16.1
GHCND:USC00295084,LOS ALAMOS NM US,20100815,14,12,9,6,5,3,1,-4321,-4321,10,9,12,9,6,5,3,1,-4321,-4321,0,0,0,0,-4321,-4321,1,0.10,-9999,-9999,0.33,-9999,-9999,0.81,-9999,-9999,4.75,0.0,29.59,98.0,490,274,61,13,0,0,0,0,0,0,0,0,0,19.1,-5.2,25.4,12.8,-15.8,-15.1,-14.8,-16.1
GHCND:USC00295084,LOS ALAMOS NM US,20100816,14,12,9,6,5,3,1,-4321,-4321,10,9,12,9,6,5,3,1,-4321,-4321,0,0,0,0,-4321,-4321,1,0.10,-9999,-9999,0.33,-9999,-9999,0.81,-9999,-9999,5.05,0.0,29.90,98.0,487,272,60,13,0,0,0,0,0,0,0,0,0,19.1,-5.2,25.3,12.7,-15.8,-15.1,-14.8,-16.1
GHCND:USC00295084,LOS ALAMOS NM US,20100817,14,12,9,6,5,3,1,-4321,-4321,10,9,12,9,6,5,3,1,-4321,-4321,0,0,0,0,-4321,-4321,1,0.10,-9999,-9999,0.33,-9999,-9999,0.81,-9999,-9999,5.36,0.0,30.20,98.0,483,271,59,13,0,0,0,0,0,0,0,0,0,19.0,-5.2,25.3,12.7,-15.8,-15.1,-14.8,-16.1
GHCND:USC00295084,LOS ALAMOS NM US,20100818,14,12,9,6,5,3,1,-4321,-4321,10,9,12,9,6,5,3,1,-4321,-4321,0,0,0,0,-4321,-4321,1,0.10,-9999,-9999,0.33,-9999,-9999,0.81,-9999,-9999,5.66,0.0,30.51,98.0,480,269,59,12,0,0,0,0,0,0,0,0,0,18.9,-5.2,25.3,12.7,-15.8,-15.1,-14.8,-16.1
GHCND:USC00295084,LOS ALAMOS NM US,20100819,14,12,9,6,5,3,1,-4321,-4321,10,9,12,9,6,5,3,1,-4321,-4321,0,0,0,-4321,-4321,-4321,1,0.10,-9999,-9999,0.33,-9999,-9999,0.81,-9999,-9999,5.97,0.0,30.81,98.0,476,268,58,12,0,0,0,0,0,0,0,0,0,18.9,-5.2,25.2,12.6,-15.8,-15.1,-14.8,-16.1
GHCND:USC00295084,LOS ALAMOS NM US,20100820,14,12,9,6,5,3,1,-4321,-4321,10,9,12,9,6,5,3,1,-4321,-4321,0,0,0,-4321,-4321,-4321,1,0.10,-9999,-9999,0.33,-9999,-9999,0.81,-9999,-9999,6.25,0.0,31.09,98.0,472,266,57,12,0,0,0,0,0,0,0,0,0,18.9,-5.1,25.2,12.6,-15.7,-15.1,-14.8,-16.1
GHCND:USC00295084,LOS ALAMOS NM US,20100821,14,12,9,6,5,3,1,-4321,-4321,10,9,12,9,6,5,3,1,-4321,-4321,0,0,0,-4321,-4321,-4321,1,0.10,-9999,-9999,0.33,-9999,-9999,0.79,-9999,-9999,6.53,0.0,31.37,98.0,468,264,57,12,0,0,0,0,0,0,0,0,0,18.8,-5.1,25.2,12.5,-15.7,-15.1,-14.8,-16.1
GHCND:USC00295084,LOS ALAMOS NM US,20100822,14,12,9,6,5,3,1,-4321,-4321,10,9,12,9,6,5,3,1,-4321,-4321,0,0,0,-4321,-4321,-4321,1,0.10,-9999,-9999,0.33,-9999,-9999,0.79,-9999,-9999,6.81,0.0,31.65,98.0,463,262,56,12,0,0,0,0,0,0,0,0,0,18.8,-5.1,25.1,12.4,-15.7,-15.1,-14.8,-16.1
GHCND:USC00295084,LOS ALAMOS NM US,20100823,14,12,9,6,5,3,1,-4321,-4321,10,9,12,9,6,5,3,1,-4321,-4321,0,0,0,-4321,-4321,-4321,1,0.10,-9999,-9999,0.33,-9999,-9999,0.79,-9999,-9999,7.09,0.0,31.93,98.0,459,259,56,12,0,0,0,0,0,0,0,0,0,18.7,-5.1,25.1,12.3,-15.7,-15.1,-14.8,-16.1
GHCND:USC00295084,LOS ALAMOS NM US,20100824,14,12,9,6,5,3,1,-4321,-4321,10,9,12,9,6,5,3,1,-4321,-4321,0,0,0,-4321,-4321,-4321,1,0.10,-9999,-9999,0.33,-9999,-9999,0.79,-9999,-9999,7.37,0.0,32.21,98.0,454,256,55,11,0,0,0,0,0,0,0,0,0,18.7,-5.1,25.0,12.3,-15.7,-15.1,-14.8,-16.0
GHCND:USC00295084,LOS ALAMOS NM US,20100825,14,11,8,6,4,3,1,-4321,-4321,9,9,11,8,6,4,3,1,-4321,-4321,0,0,0,-4321,-4321,-4321,1,0.10,-9999,-9999,0.33,-9999,-9999,0.79,-9999,-9999,7.65,0.0,32.49,98.0,449,253,54,11,0,0,0,0,0,0,0,0,0,18.6,-5.0,24.9,12.2,-15.7,-15.1,-14.8,-16.0
GHCND:USC00295084,LOS ALAMOS NM US,20100826,14,11,8,6,4,3,1,-4321,-4321,9,8,11,8,6,4,3,1,-4321,-4321,0,0,0,-4321,-4321,-4321,1,0.10,-9999,-9999,0.33,-9999,-9999,0.79,-9999,-9999,7.90,0.0,32.74,98.0,444,250,54,11,0,0,0,0,0,0,0,0,0,18.5,-5.0,24.9,12.1,-15.7,-15.1,-14.8,-15.9
GHCND:USC00295084,LOS ALAMOS NM US,20100827,14,11,8,6,4,3,1,-4321,-4321,9,8,11,8,6,4,3,1,-4321,-4321,0,0,0,-4321,-4321,-4321,1,0.10,-9999,-9999,0.33,-9999,-9999,0.76,-9999,-9999,8.15,0.0,32.99,98.0,438,246,53,10,0,0,0,0,0,0,0,0,0,18.4,-4.9,24.8,12.0,-15.7,-15.1,-14.7,-15.9
GHCND:USC00295084,LOS ALAMOS NM US,20100828,14,11,8,6,4,3,1,-4321,-4321,9,8,11,8,6,4,3,1,-4321,-4321,0,0,0,-4321,-4321,-4321,1,0.10,-9999,-9999,0.33,-9999,-9999,0.76,-9999,-9999,8.41,0.0,33.25,98.0,432,242,52,10,0,0,0,0,0,0,0,0,0,18.3,-4.9,24.8,11.9,-15.7,-15.1,-14.7,-15.9
GHCND:USC00295084,LOS ALAMOS NM US,20100829,14,11,8,6,4,3,1,-4321,-4321,9,8,11,8,6,4,3,1,-4321,-4321,0,0,0,-4321,-4321,-4321,1,0.10,-9999,-9999,0.33,-9999,-9999,0.76,-9999,-9999,8.64,0.0,33.48,98.0,426,239,52,9,0,0,0,0,0,0,0,0,0,18.3,-4.9,24.7,11.8,-15.6,-15.1,-14.7,-15.9
GHCND:USC00295084,LOS ALAMOS NM US,20100830,14,11,8,6,4,3,1,-4321,-4321,9,8,11,8,6,4,3,1,-4321,-4321,0,0,0,-4321,-4321,-4321,1,0.10,-9999,-9999,0.33,-9999,-9999,0.76,-9999,-9999,8.89,0.0,33.73,98.0,420,234,51,9,0,0,0,0,0,0,0,0,0,18.2,-4.8,24.6,11.7,-15.6,-15.0,-14.7,-15.8
GHCND:USC00295084,LOS ALAMOS NM US,20100831,14,11,8,6,4,3,1,-4321,-4321,9,8,11,8,6,4,3,1,-4321,-4321,0,0,0,-4321,-4321,-4321,1,0.10,-9999,-9999,0.33,-9999,-9999,0.76,-9999,-9999,9.14,0.0,33.99,98.0,413,231,50,9,0,0,0,0,0,0,0,0,0,18.1,-4.8,24.6,11.6,-15.6,-15.0,-14.7,-15.8
GHCND:USC00295084,LOS ALAMOS NM US,20100901,13,11,8,5,4,3,1,-4321,-4321,9,8,11,8,5,4,3,1,-4321,-4321,0,0,0,-4321,-4321,-4321,1,0.10,-9999,-9999,0.33,-9999,-9999,0.74,-9999,-9999,0.23,0.0,34.21,98.0,407,227,49,8,0,0,0,0,0,0,0,0,0,17.9,-4.8,24.4,11.4,-15.6,-15.0,-14.7,-15.8
GHCND:USC00295084,LOS ALAMOS NM US,20100902,13,11,8,5,4,2,1,-4321,-4321,9,8,11,8,5,4,2,1,-4321,-4321,0,0,0,-4321,-4321,-4321,1,0.10,-9999,-9999,0.30,-9999,-9999,0.74,-9999,-9999,0.43,0.0,34.42,98.0,401,223,49,8,0,0,0,0,0,0,0,0,0,17.8,-4.8,24.3,11.3,-15.5,-15.0,-14.6,-15.7
GHCND:USC00295084,LOS ALAMOS NM US,20100903,13,11,8,5,4,2,1,-4321,-4321,9,8,11,8,5,4,2,1,-4321,-4321,0,0,0,-4321,-4321,-4321,1,0.10,-9999,-9999,0.30,-9999,-9999,0.74,-9999,-9999,0.66,0.0,34.65,98.0,395,219,48,8,0,0,0,0,0,0,0,0,0,17.7,-4.7,24.2,11.2,-15.5,-14.9,-14.6,-15.7
GHCND:USC00295084,LOS ALAMOS NM US,20100904,13,11,8,5,4,2,1,-4321,-4321,9,8,11,8,5,4,2,1,-4321,-4321,0,0,0,-4321,-4321,-4321,1,0.10,-9999,-9999,0.30,-9999,-9999,0.74,-9999,-9999,0.86,0.0,34.85,98.0,389,216,47,7,0,0,0,0,0,0,0,0,0,17.6,-4.7,24.1,11.1,-15.4,-14.9,-14.6,-15.6
GHCND:USC00295084,LOS ALAMOS NM US,20100905,13,10,7,4,4,2,1,-4321,-4321,9,8,10,7,4,4,2,1,-4321,-4321,0,0,-4321,-4321,-4321,-4321,1,0.10,-9999,-9999,0.30,-9999,-9999,0.74,-9999,-9999,1.07,0.0,35.05,98.0,383,213,47,7,0,0,0,0,0,0,0,0,0,17.4,-4.7,24.0,10.9,-15.4,-14.9,-14.6,-15.6
GHCND:USC00295084,LOS ALAMOS NM US,20100906,13,10,7,4,3,2,1,-4321,-4321,8,8,10,7,4,3,2,1,-4321,-4321,0,0,-4321,-4321,-4321,1,2,0.10,-9999,-9999,0.30,-9999,-9999,0.74,-9999,-9999,1.30,0.0,35.28,98.0,378,210,46,7,0,0,0,0,0,0,0,0,0,17.3,-4.6,23.9,10.7,-15.4,-14.9,-14.6,-15.6
GHCND:USC00295084,LOS ALAMOS NM US,20100907,13,10,7,4,3,2,1,-4321,-4321,8,7,10,7,4,3,2,1,-4321,-4321,0,0,-4321,-4321,-4321,1,2,0.10,-9999,-9999,0.30,-9999,-9999,0.74,-9999,-9999,1.50,0.0,35.48,98.0,373,206,46,7,0,0,0,0,0,0,0,0,0,17.2,-4.6,23.8,10.6,-15.3,-14.9,-14.5,-15.5
GHCND:USC00295084,LOS ALAMOS NM US,20100908,13,10,7,4,3,2,1,-4321,-4321,8,7,10,7,4,3,2,1,-4321,-4321,0,0,-4321,-4321,-4321,1,2,0.10,-9999,-9999,0.30,-9999,-9999,0.74,-9999,-9999,1.68,0.0,35.66,98.0,367,203,45,7,0,0,0,0,0,0,0,0,0,17.0,-4.6,23.6,10.4,-15.3,-14.9,-14.5,-15.4
GHCND:USC00295084,LOS ALAMOS NM US,20100909,12,9,7,4,3,2,1,-4321,-4321,8,7,9,7,4,3,2,1,-4321,-4321,0,-4321,-4321,-4321,-4321,1,2,0.10,-9999,-9999,0.30,-9999,-9999,0.74,-9999,-9999,1.85,0.0,35.84,98.0,361,199,45,6,0,0,0,0,0,0,0,0,0,16.8,-4.6,23.5,10.2,-15.3,-14.9,-14.4,-15.4
GHCND:USC00295084,LOS ALAMOS NM US,20100910,12,9,7,4,3,2,1,-4321,-4321,8,7,9,7,4,3,2,1,-4321,-4321,0,-4321,-4321,-4321,-4321,1,2,0.08,-9999,-9999,0.30,-9999,-9999,0.74,-9999,-9999,2.03,0.0,36.02,98.0,356,196,44,6,0,0,0,0,0,0,0,0,0,16.7,-4.5,23.3,10.1,-15.2,-14.9,-14.4,-15.3
GHCND:USC00295084,LOS ALAMOS NM US,20100911,12,9,7,4,3,2,1,-4321,-4321,8,7,9,7,4,3,2,1,-4321,-4321,0,-4321,-4321,-4321,-4321,1,2,0.08,-9999,-9999,0.30,-9999,-9999,0.74,-9999,-9999,2.21,0.0,36.20,98.0,350,193,44,6,0,0,0,0,0,0,0,0,0,16.5,-4.5,23.2,9.9,-15.2,-14.9,-14.4,-15.3
GHCND:USC00295084,LOS ALAMOS NM US,20100912,12,9,6,4,3,2,1,-4321,-4321,8,7,9,6,4,3,2,1,-4321,-4321,0,-4321,-4321,-4321,-4321,1,2,0.08,-9999,-9999,0.30,-9999,-9999,0.74,-9999,-9999,2.36,0.0,36.35,98.0,344,189,44,6,0,0,0,0,0,0,0,0,0,16.3,-4.4,23.0,9.7,-15.2,-14.9,-14.4,-15.2
GHCND:USC00295084,LOS ALAMOS NM US,20100913,12,9,6,3,3,2,1,-4321,-4321,8,7,9,6,3,3,2,1,-4321,-4321,0,-4321,-4321,-4321,1,1,2,0.08,-9999,-9999,0.30,-9999,-9999,0.74,-9999,-9999,2.54,0.0,36.53,98.0,339,186,44,6,0,0,0,0,0,0,0,0,0,16.2,-4.4,22.8,9.5,-15.1,-14.9,-14.3,-15.2
GHCND:USC00295084,LOS ALAMOS NM US,20100914,12,9,6,3,2,1,-4321,-4321,-4321,7,7,9,6,3,2,1,-4321,-4321,-4321,0,-4321,-4321,-4321,1,1,3,0.08,-9999,-9999,0.30,-9999,-9999,0.74,-9999,-9999,2.69,0.0,36.68,98.0,333,183,43,6,0,0,0,0,0,0,0,0,0,16.0,-4.4,22.7,9.3,-15.1,-14.9,-14.3,-15.2
GHCND:USC00295084,LOS ALAMOS NM US,20100915,11,8,6,3,2,1,-4321,-4321,0,7,7,8,6,3,2,1,-4321,-4321,0,0,-4321,-4321,-4321,1,1,3,0.08,-9999,-9999,0.30,-9999,-9999,0.74,-9999,-9999,2.87,0.0,36.86,98.0,327,179,43,6,0,0,0,0,0,0,0,0,0,15.8,-4.4,22.5,9.1,-15.1,-14.9,-14.3,-15.1
GHCND:USC00295084,LOS ALAMOS NM US,20100916,11,8,6,3,2,1,-4321,-4321,0,7,7,8,6,3,2,1,-4321,-4321,0,0,-4321,-4321,1,1,1,3,0.08,-9999,-169.2,0.30,-9999,-169.2,0.74,-9999,-169.2,3.02,0.0,37.01,98.0,322,176,43,6,0,0,0,0,-9999,-9999,0,0,0,15.6,-4.4,22.3,8.9,-15.0,-14.8,-14.3,-15.1
GHCND:USC00295084,LOS ALAMOS NM US,20100917,11,8,6,3,2,1,-4321,-4321,0,7,6,8,6,3,2,1,-4321,-4321,0,0,-4321,-4321,1,1,1,3,0.08,-1692,-169.2,0.30,-1692,-169.2,0.74,-1692,-169.2,3.18,0.0,37.16,98.0,317,172,42,6,-9999,0,0,0,-9999,-9999,0,0,0,15.4,-4.3,22.1,8.7,-14.9,-14.8,-14.2,-15.0
GHCND:USC00295084,LOS ALAMOS NM US,20100918,11,8,6,3,2,1,-4321,-4321,0,7,6,8,6,3,2,1,-4321,-4321,0,-4321,-4321,-4321,1,1,1,3,0.08,-1692,-169.2,0.30,-1692,-169.2,0.74,-1692,-169.2,3.33,0.0,37.31,98.0,311,169,42,6,-9999,0,0,0,-9999,-9999,0,0,0,15.2,-4.3,21.9,8.5,-14.9,-14.8,-14.2,-14.9
GHCND:USC00295084,LOS ALAMOS NM US,20100919,11,8,5,3,2,1,-4321,-4321,0,7,6,8,5,3,2,1,-4321,-4321,0,-4321,-4321,-4321,1,1,2,3,0.08,-1692,-169.2,0.30,-1692,-169.2,0.74,-1692,-169.2,3.51,0.0,37.49,98.0,306,166,42,6,-9999,0,0,0,-9999,-9999,0,-9999,0,15.0,-4.3,21.7,8.3,-14.9,-14.8,-14.2,-14.9
GHCND:USC00295084,LOS ALAMOS NM US,20100920,11,8,5,3,2,1,-4321,-4321,0,7,6,8,5,3,2,1,-4321,-4321,0,-4321,-4321,-4321,1,1,2,4,0.08,-1692,-169.2,0.30,-1692,-169.2,0.74,-1692,-169.2,3.66,0.0,37.64,98.0,301,163,41,6,-9999,0,0,0,-9999,-9999,0,-9999,0,14.8,-4.3,21.5,8.1,-14.8,-14.8,-14.2,-14.9
